OBJECTID,ADDRESS,NAME,LOCATION,TYPE,LONGITUDE,LATITUDE
496,5757 Rochdale Blvd.,Michael A. Riffel High School - Separate High School,Michael A. Riffel High School - Separate High School,Separate High School,-104.66256393600,50.49490990130
497,120 WEEKES CRESCENT,WEEKES PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,WEEKES PARK,ATHLETIC FIELD,-104.60762086400,50.49572827550
498,2015 9TH AVE N,NORTH EAST PARK NEE - BALL DIAMOND,NORTH EAST PARK NEE,BALL DIAMOND,-104.60808530500,50.48317140410
499,444 N. BROAD ST.,JACK W. STAPLES - ARENA,JACK W. STAPLES,ARENA,-104.60729254000,50.48275583340
500,2015 9TH AVE N,NORTH EAST PARK SE - BALL DIAMOND BS #278 (AKA=REGINA MINOR GIRLS BALL),NORTH EAST PARK SE,BALL DIAMOND,-104.60812589700,50.48290025850
501,10 DEMPSEY AVE,ST. JOAN OF ARC SCHOOL - PLAYGROUND 10 DEMPSEY AVE,ST. JOAN OF ARC SCHOOL,PLAYGROUND,-104.66960269500,50.47670161020
502,10 DEMPSEY AVE,ST. JOAN OF ARC SCHOOL - BASKETBALL,ST. JOAN OF ARC SCHOOL,BASKETBALL,-104.66858099100,50.47649311800
503,10 Dempsey Ave.,St. Joan of Arc - Separate Elementary School,St. Joan of Arc - Separate Elementary School,Separate Elementary School,-104.66882335000,50.47649258860
504,1010 MCNIVEN AVENUE,MCNIVEN PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,MCNIVEN PARK,ATHLETIC FIELD,-104.59573402100,50.41848514140
505,4101 DEWDNEY AVE.,PASQUA HOSPITAL,PASQUA HOSPITAL,Hospital,-104.63863233300,50.45419848890
506,4310 MONTAGUE STREET,REALTORS EAST SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,REALTORS EAST SOCCER,ATHLETIC FIELD,-104.63089080300,50.41007816730
507,4310 MONTAGUE STREET,REALTORS PARK - BASKETBALL,REALTORS PARK,BASKETBALL,-104.63171540100,50.40958227190
508,170 SUNSET DR.,SOUTH LEISURE CENTRE - REC_NBHD FACILITY,SOUTH LEISURE CENTRE,REC_NBHD FACILITY,-104.63156015400,50.40936572350
509,4310 MONTAGUE STREET,REALTORS PARK - SPRAYPAD 170 SUNSET DR,REALTORS PARK,SPRAYPAD,-104.63092313400,50.40916893670
510,4310 MONTAGUE ST,REALTORS PARK - PLAYGROUND 4310 MONTAGUE ST,REALTORS PARK,PLAYGROUND,-104.63196088600,50.40957043240
511,6102 BRUNSKILL PL,A.E. WILSON PARK (EAST) - WALKER SCHOOL - PLAYGROUND 6102 BRUNSKILL PL,A.E. WILSON PARK (EAST) - WALKER SCHOOL,PLAYGROUND,-104.66342255600,50.45797469530
512,1315 CAMPBELL STREET,WALKER SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,WALKER SCHOOL,ATHLETIC FIELD,-104.66257650600,50.45733581900
513,1315 CAMPBELL STREET,WALKER SCHOOL - BALL DIAMOND BS #150,WALKER SCHOOL,BALL DIAMOND,-104.66222562800,50.45701695540
514,750 PASQUA ST,KINSMEN PARK NORTH - PLAYGROUND 750 PASQUA ST,KINSMEN PARK NORTH,PLAYGROUND,-104.64134790000,50.46654407570
515,750 PASQUA STREET,KINSMEN PARK NORTH - SPRAYPAD 750 PASQUA ST @ 2ND AVE,KINSMEN PARK NORTH,SPRAYPAD,-104.64160557100,50.46679364370
516,2700E Arens Rd,Fire Hall No. 5,HAROLD T. BUTTON Fire Hall,Fire,-104.54483050800,50.44071953980
517,343 N PICKARD STREET,AL PICKARD PARK - OUTDOOR RINK UNBOARDED,AL PICKARD PARK,OUTDOOR RINK UNBOARDED,-104.65716306900,50.48267017830
518,343 N PICKARD ST,AL PICKARD PARK - PLAYGROUND 343 N PICKARD ST,AL PICKARD PARK,PLAYGROUND,-104.65700954200,50.48224829470
519,263 LEWVAN DR,PASQUA NEIGHBOURHOOD RECREATION CENTRE - BASKETBALL,PASQUA NEIGHBOURHOOD RECREATION CENTRE,BASKETBALL,-104.64032620500,50.47432423470
520,263 LEWVAN DR,PASQUA NEIGHBOURHOOD RECREATION CENTRE - PLAYGROUND 263 LEWVAN DR,PASQUA NEIGHBOURHOOD RECREATION CENTRE,PLAYGROUND,-104.64030286900,50.47415231910
521,263 PASQUA ST.,PASQUA NEIGHBOURHOOD RECREATION CENTRE - REC_NBHD FACILITY,PASQUA NEIGHBOURHOOD RECREATION CENTRE,REC_NBHD FACILITY,-104.64060071400,50.47431159980
522,2015 9TH AVE N,NORTH EAST PARK SW - BALL DIAMOND,NORTH EAST PARK SW,BALL DIAMOND,-104.60929973700,50.48339633230
523,3105 4TH AVE N,CORONATION PARK SCHOOL - BASKETBALL,CORONATION PARK SCHOOL,BASKETBALL,-104.62531428300,50.47476925550
524,3105 4TH AVENUE N,CORONATION PARK SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,CORONATION PARK SCHOOL,ATHLETIC FIELD,-104.62423833900,50.47512689330
525,3105 4TH AVENUE N,CORONATION PARK SCHOOL - OUTDOOR RINK UNBOARDED,CORONATION PARK SCHOOL,OUTDOOR RINK UNBOARDED,-104.62412817500,50.47532351360
526,3105 4TH AVE N,CORONATION PARK SCHOOL - PLAYGROUND 3105 4TH AVE N,CORONATION PARK SCHOOL,PLAYGROUND,-104.62514936200,50.47514439500
527,3105 4TH AVE N,CORONATION PARK SCHOOL - OUTDOOR RINK SHELTER,CORONATION PARK SCHOOL,OUTDOOR RINK SHELTER,-104.62397762600,50.47550001480
528,3105 4th Ave. N.,Coronation Park - Public Elementary School,Coronation Park - Public Elementary School,Public Elementary School,-104.62462467300,50.47501925740
529,2033 TORONTO STREET,THOMSON SCHOOL - BASKETBALL,THOMSON SCHOOL,BASKETBALL,-104.59877374200,50.44671386740
530,2033 TORONTO STREET,THOMSON SCHOOL - BALL DIAMOND BS #88,THOMSON SCHOOL,BALL DIAMOND,-104.59797808200,50.44570548970
531,2033 TORONTO STREET,THOMSON SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,THOMSON SCHOOL,ATHLETIC FIELD,-104.59839733100,50.44587810890
532,2033 TORONTO ST,THOMSON SCHOOL - PLAYGROUND 2033 TORONTO ST,THOMSON SCHOOL,PLAYGROUND,-104.59823903000,50.44676804250
533,2033 TORONTO STREET,THOMSON SCHOOL - BASKETBALL,THOMSON SCHOOL,BASKETBALL,-104.59875073700,50.44670670980
534,2033 Toronto St.,Thomson - Public Elementary School,Thomson - Public Elementary School,Public Elementary School,-104.59836864600,50.44626492430
535,130 BENTLEY DRIVE,TURNER PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,TURNER PARK,ATHLETIC FIELD,-104.54590218400,50.45387304800
536,130 BENTLEY DR,TURNER PARK - PLAYGROUND 130 BENTLEY DR,TURNER PARK,PLAYGROUND,-104.54667698600,50.45390753510
537,165 PETERSMEYER ST,ENGLEWOOD PARK - PLAYGROUND 165 PETERSMEYER ST,ENGLEWOOD PARK,PLAYGROUND,-104.62172706400,50.49259480910
538,2810 BROAD STREET,QUEEN BUILDING,Wascana Centre,Wascana Centre,-104.60604225900,50.43434963310
539,225 MIKKELSON DR,MABLE BROWN PARK - OUTDOOR RINK SHELTER,MABLE BROWN PARK,OUTDOOR RINK SHELTER,-104.68193418300,50.46657925140
540,225 MIKKELSON DR,MABLE BROWN PARK - PLAYGROUND 225 MIKKELSON DR,MABLE BROWN PARK,PLAYGROUND,-104.68169268700,50.46689104380
541,255 MIKKELSON DRIVE,MABLE BROWN PARK - OUTDOOR RINK UNBOARDED,MABLE BROWN PARK,OUTDOOR RINK UNBOARDED,-104.68208699700,50.46663648170
542,5440 2ND AVENUE N,KEN JENKINS PARK - BALL DIAMOND BS #198,KEN JENKINS PARK,BALL DIAMOND,-104.65917059200,50.47304840610
543,101 MAYFIELD RD,WILFRED HUNT SCHOOL - PLAYGROUND 101 MAYFIELD RD,WILFRED HUNT SCHOOL,PLAYGROUND,-104.56285228300,50.42994910480
544,101 MAYFIELD ROAD,WILFRED HUNT SCHOOL - BASKETBALL,WILFRED HUNT SCHOOL,BASKETBALL,-104.56275034000,50.42974484800
545,101 Mayfield Rd.,Wilfred Hunt - Public Elementary School,Wilfred Hunt - Public Elementary School,Public Elementary School,-104.56270653400,50.42969310230
546,25 MICHENER DRIVE,UNIVERSITY PARK/WILFRED HUNT MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,UNIVERSITY PARK/WILFRED HUNT MULTI,ATHLETIC FIELD,-104.56105621700,50.43068723350
547,2150 ALEXANDRA ST,BRINKWORTH PARK - PLAYGROUND 2150 ALEXANDRA ST,BRINKWORTH PARK,PLAYGROUND,-104.64480405200,50.44532659510
548,2626 E DEWDNEY AVE,GLENCAIRN RECREATION CENTRE - PLAYGROUND 2626 E DEWDNEY AVE,GLENCAIRN RECREATION CENTRE,PLAYGROUND,-104.54346716200,50.45571700540
549,2626 E DEWDNEY AVENUE,GLENCAIRN MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,GLENCAIRN MULTI,ATHLETIC FIELD,-104.54351115500,50.45680555190
550,2626 E DEWDNEY AVENUE,GLENCAIRN PARK - OUTDOOR RINK BOARDED,GLENCAIRN PARK,OUTDOOR RINK BOARDED,-104.54138245500,50.45687643070
551,2626 E. DEWDNEY AVE.,GLENCAIRN NEIBOURHOOD RECREATION CENTRE - REC_NBHD FACILITY,GLENCAIRN NEIBOURHOOD RECREATION CENTRE,REC_NBHD FACILITY,-104.54337621200,50.45545200700
552,2828 E DEWDNEY AVE,JUDGE BRYANT SCHOOL - OUTDOOR RINK SHELTER,JUDGE BRYANT SCHOOL,OUTDOOR RINK SHELTER,-104.54117748900,50.45667912610
553,2626 E DEWDNEY AVENUE,GLENCAIRN PARK/JUDGE BRYANT - BALL DIAMOND,GLENCAIRN PARK/JUDGE BRYANT,BALL DIAMOND,-104.54211546600,50.45644485690
554,2626 E DEWDNEY AVENUE,GLENCAIRN PARK - OUTDOOR RINK UNBOARDED,GLENCAIRN PARK,OUTDOOR RINK UNBOARDED,-104.54222937600,50.45682235470
555,2940 PASQUA STREET,COLUMBUS PARK SW - BALL DIAMOND BS #53,COLUMBUS PARK SW,BALL DIAMOND,-104.64254207500,50.43184109980
556,2940 PASQUA STREET,COLUMBUS PARK NNE - BALL DIAMOND BS #51,COLUMBUS PARK NNE,BALL DIAMOND,-104.64166552500,50.43317460420
557,2940 PASQUA STREET,COLUMBUS PARK NE - BALL DIAMOND BS #52,COLUMBUS PARK NE,BALL DIAMOND,-104.64179241000,50.43276385520
558,305 ROSE STREET,IMPERIAL PARK - OUTDOOR RINK SHELTER,IMPERIAL PARK,OUTDOOR RINK SHELTER,-104.60731824800,50.47380414920
559,305 ROSE STREET,IMPERIAL PARK - SPRAYPAD 305 ROSE ST,IMPERIAL PARK,SPRAYPAD,-104.60762424500,50.47372758980
560,305 ROSE STREET,IMPERIAL PARK - OUTDOOR RINK BOARDED,IMPERIAL PARK,OUTDOOR RINK BOARDED,-104.60696099300,50.47361879690
561,305 ROSE ST,IMPERIAL PARK - PLAYGROUND 305 ROSE ST,IMPERIAL PARK,PLAYGROUND,-104.60754490400,50.47349960000
562,305 ROSE STREET,IMPERIAL PARK - BALL DIAMOND BS #267,IMPERIAL PARK,BALL DIAMOND,-104.60884142200,50.47421578100
563,1000 STOCKTON ST,JUNIPER PARK - ATHLETIC FIELD,JUNIPER PARK,ATHLETIC FIELD,-104.64621150800,50.49437573260
564,1000 STOCKTON ST,JUNIPER PARK - PLAYGROUND 1000 STOCKTON ST,JUNIPER PARK,PLAYGROUND,-104.64718518200,50.49445990630
565,6330 7TH AVENUE N,RUTH M. BUCK SCHOOL - BASKETBALL,RUTH M. BUCK SCHOOL,BASKETBALL,-104.67104798000,50.47656585180
566,6330 7TH AVENUE N,RUTH M. BUCK SCHOOL - PLAYGROUND,RUTH M. BUCK SCHOOL,PLAYGROUND,-104.67047877200,50.47606967280
567,6330 7TH AVENUE N,RUTH M. BUCK SCHOOL - PLAYGROUND,RUTH M. BUCK SCHOOL,PLAYGROUND,-104.67183784800,50.47608425790
568,6330 7th Ave. N.,Ruth M. Buck - Public Elementary School,Ruth M. Buck - Public Elementary School,Public Elementary School,-104.67075513600,50.47651552810
569,525 SHANNON RD,SHANNON PARK - PLAYGROUND 525 SHANNON RD,SHANNON PARK,PLAYGROUND,-104.60754307000,50.39804527560
570,3706 E JENKINS DR,JENKINS DR. PARK - PLAYGROUND 3706 E JENKINS DR,JENKINS DR. PARK,PLAYGROUND,-104.53079229600,50.46518111650
571,40 COWIE RD,DR. A.E. PERRY PARK - OUTDOOR RINK SHELTER,DR. A.E. PERRY PARK,OUTDOOR RINK SHELTER,-104.63310838500,50.40213193930
572,40 COWIE ROAD,DR. A.E. PERRY PARK - BALL DIAMOND BS #32,DR. A.E. PERRY PARK,BALL DIAMOND,-104.63237819000,50.40126779050
573,40 COWIE RD,DR. A.E. PERRY PARK - PLAYGROUND 40 COWIE RD,DR. A.E. PERRY PARK,PLAYGROUND,-104.63099194500,50.40238439770
574,40 COWIE ROAD,DR. A.E. PERRY PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,DR. A.E. PERRY PARK,ATHLETIC FIELD,-104.63194439800,50.40143117210
575,2910 ATHOL STREET,LAKEVIEW PARK - OUTDOOR RINK UNBOARDED,LAKEVIEW PARK,OUTDOOR RINK UNBOARDED,-104.62913914200,50.43218720480
576,2910 ATHOL ST,LAKEVIEW PARK - OUTDOOR RINK SHELTER,LAKEVIEW PARK,OUTDOOR RINK SHELTER,-104.62850130700,50.43187533980
577,2910 ATHOL STREET,LAKEVIEW PARK - BALL DIAMOND BS #44,LAKEVIEW PARK,BALL DIAMOND,-104.62858367500,50.43307607280
578,2910 ATHOL STREET,LAKEVIEW PARK - OUTDOOR RINK BOARDED,LAKEVIEW PARK,OUTDOOR RINK BOARDED,-104.62871290600,50.43220784390
579,2910 ATHOL ST,LAKEVIEW PARK - PLAYGROUND 2910 ATHOL ST,LAKEVIEW PARK,PLAYGROUND,-104.62841138500,50.43218174280
580,37 CAMERON CRES,DESHAYE SCHOOL W - PLAYGROUND 37 CAMERON CRES,DESHAYE SCHOOL W,PLAYGROUND,-104.62503056800,50.41215430290
581,37 CAMERON CRESCENT,DESHAYE SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,DESHAYE SCHOOL,ATHLETIC FIELD,-104.62361846400,50.41200388200
582,37 CAMERON CRES,DESHAYE SCHOOL E - PLAYGROUND 37 CAMERON CRES,DESHAYE SCHOOL E,PLAYGROUND,-104.62448809200,50.41210150300
583,37 CAMERON CRESCENT,DESHAYE SCHOOL - BASKETBALL,DESHAYE SCHOOL,BASKETBALL,-104.62415128100,50.41240995000
584,37 CAMERON CRESCENT,DESHAYE SCHOOL - BASKETBALL,DESHAYE SCHOOL,BASKETBALL,-104.62414708300,50.41239376590
585,37 CAMERON CRES,DESHAYE SCHOOL - BALL DIAMOND BS #9,DESHAYE SCHOOL,BALL DIAMOND,-104.62280224100,50.41213808680
586,37 Cameron Cr.,DeShaye - Separate Elementary School,DeShaye - Separate Elementary School,Separate Elementary School,-104.62407331000,50.41197487230
587,38 TURGEON CRES,MARION MCVEETY SCHOOL - BASKETBALL,MARION MCVEETY SCHOOL,BASKETBALL,-104.60592102100,50.42032180020
588,38 TURGEON CRES,MARION MCVEETY SCHOOL N - PLAYGROUND 38 TURGEON CRES,MARION MCVEETY SCHOOL N,PLAYGROUND,-104.60601193600,50.42076230790
589,38 TURGEON CRES,MARION MCVEETY SCHOOL S - PLAYGROUND 38 TURGEON CRES,MARION MCVEETY SCHOOL S,PLAYGROUND,-104.60551591900,50.41998972260
590,38 Turgeon Cr.,Marion McVeety - Public Elementary School,Marion McVeety - Public Elementary School,Public Elementary School,-104.60553729300,50.42022152700
591,2010 8TH AVENUE N,NORTHEAST PARK - OUTDOOR TENNIS,NORTHEAST PARK,OUTDOOR TENNIS,-104.61129142300,50.48230474990
592,2015 9TH AVE N,NORTH EAST PARK SSW - BALL DIAMOND BS #283 (AKA=REGINA MINOR GIRLS BALL),NORTH EAST PARK SSW,BALL DIAMOND,-104.60984480100,50.48224326420
593,1925 9TH AVENUE N,NORTH EAST PARK N - BALL DIAMOND BS #280 (AKA=REGINA MINOR GIRLS BALL),NORTH EAST PARK N,BALL DIAMOND,-104.60832946300,50.48405087710
594,2015 9TH AVE N,NORTH EAST PARK NW - BALL DIAMOND BS #279 (AKA=REGINA MINOR GIRLS BALL),NORTH EAST PARK NW,BALL DIAMOND,-104.60943035600,50.48405457610
595,28 ALPORT CRESCENT,ALPORT PARK - BALL DIAMOND BS #265,ALPORT PARK,BALL DIAMOND,-104.60085397400,50.49591155060
596,841 HORACE STREET,ROSEMONT SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,ROSEMONT SCHOOL,ATHLETIC FIELD,-104.65763368700,50.46368852400
597,841 HORACE ST,ROSEMONT SCHOOL - PLAYGROUND 841 HORACE ST,ROSEMONT SCHOOL,PLAYGROUND,-104.65872686800,50.46403005380
598,841 HORACE STREET,ROSEMONT SCHOOL - BASKETBALL,ROSEMONT SCHOOL,BASKETBALL,-104.65887637700,50.46336859130
599,841 Horace St.,Rosemont - Public Elementary School,Rosemont - Public Elementary School,Public Elementary School,-104.65826961700,50.46357388920
600,201 FULTON DRIVE,MCLURG SCHOOL PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,MCLURG SCHOOL PARK,ATHLETIC FIELD,-104.67821829900,50.47253705100
601,201 FULTON DR,MCLURG SCHOOL PARK - OUTDOOR RINK SHELTER,MCLURG SCHOOL PARK,OUTDOOR RINK SHELTER,-104.67738169500,50.47262609530
602,201 FULTON DRIVE,MCLURG SCHOOL PARK - OUTDOOR RINK UNBOARDED,MCLURG SCHOOL PARK,OUTDOOR RINK UNBOARDED,-104.67751633100,50.47278513580
603,201 FULTON DRIVE,MCLURG SCHOOL PARK - OUTDOOR TENNIS,MCLURG SCHOOL PARK,OUTDOOR TENNIS,-104.67752835700,50.47233979930
604,2401 RETALLACK STREET,DAVIN SCHOOL - BALL DIAMOND BS #127,DAVIN SCHOOL,BALL DIAMOND,-104.62173947400,50.44008726890
605,2401 RETALLACK STREET,DAVIN SCHOOL - BASKETBALL,DAVIN SCHOOL,BASKETBALL,-104.62137998800,50.44067869130
606,2401 RETALLACK ST,DAVIN SCHOOL - PLAYGROUND 2401 RETALLACK ST,DAVIN SCHOOL,PLAYGROUND,-104.62225964700,50.43993559750
607,2401 RETALLACK ST,DAVIN SCHOOL - OUTDOOR RINK SHELTER,DAVIN SCHOOL,OUTDOOR RINK SHELTER,-104.62150292700,50.43968597480
608,2401 RETALLACK STREET,DAVIN SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,DAVIN SCHOOL,ATHLETIC FIELD,-104.62092726100,50.44043746940
609,2401 RETALLACK STREET,DAVIN SCHOOL - BASKETBALL,DAVIN SCHOOL,BASKETBALL,-104.62191502800,50.44009333790
610,2401 Retallack St.,Davin - Public Elementary School,Davin - Public Elementary School,Public Elementary School,-104.62155010100,50.44024203750
611,1512 E 8TH AVE,OXFORD PARK - PLAYGROUND 1512 E 8TH AVE,OXFORD PARK,PLAYGROUND,-104.56060567500,50.45705449560
612,3855 Dewdney Ave,Fire Hall No. 4,Fire Hall,Fire,-104.63617403700,50.45499945180
613,2941 LAKEVIEW AVE,ARGYLE SCHOOL - BASKETBALL,ARGYLE SCHOOL,BASKETBALL,-104.62652522700,50.42104494670
614,2941 LAKEVIEW AVENUE,ARGYLE SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,ARGYLE SCHOOL,ATHLETIC FIELD,-104.62587767600,50.42057939660
615,2941 LAKEVIEW AVE,ARGYLE SCHOOL - PLAYGROUND 2941 LAKEVIEW AVE,ARGYLE SCHOOL,PLAYGROUND,-104.62542532200,50.42148668090
616,2941 Lakeview Ave.,Argyle - Public Elementary School,Argyle - Public Elementary School,Public Elementary School,-104.62592320200,50.42075907730
617,4410 QUEEN STREET,QUEEN ST. PARK - OUTDOOR RINK UNBOARDED,QUEEN ST. PARK,OUTDOOR RINK UNBOARDED,-104.63812596600,50.40938836500
618,4410 QUEEN STREET,QUEEN ST. PARK/ETHEL MILLIKEN - BALL DIAMOND BS #31 (AKA=ETHEL MILLIKEN SCHOOL),QUEEN ST. PARK/ETHEL MILLIKEN,BALL DIAMOND,-104.63877211300,50.40900811680
619,4410 QUEEN STREET,QUEEN ST. PARK/ETHEL MILLIKEN - BALL DIAMOND BS #30 (AKA=ETHEL MILLIKEN SCHOOL),QUEEN ST. PARK/ETHEL MILLIKEN,BALL DIAMOND,-104.63764936700,50.40957803200
620,4410 QUEEN STREET,QUEEN ST. PARK - BASKETBALL,QUEEN ST. PARK,BASKETBALL,-104.63780417900,50.40902763610
621,2102 11TH AVE,CORNWALL CENTRE,CORNWALL CENTRE,Mall,-104.61125556400,50.45108228260
622,4802 11TH AVE,MCNAB PARK - PLAYGROUND 4802 11TH AVE,MCNAB PARK,PLAYGROUND,-104.64754100400,50.44941370630
623,4802 11TH AVENUE,MCNAB PARK - OUTDOOR RINK UNBOARDED,MCNAB PARK,OUTDOOR RINK UNBOARDED,-104.64705808500,50.44947658850
624,4802 11TH AVENUE,MCNAB PARK - BALL DIAMOND BS #136,MCNAB PARK,BALL DIAMOND,-104.64694231700,50.45032772220
625,4802 11TH AVENUE,MCNAB PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,MCNAB PARK,ATHLETIC FIELD,-104.64756110800,50.44990148380
626,4802 11TH AVE,MCNAB PARK - OUTDOOR RINK SHELTER,MCNAB PARK,OUTDOOR RINK SHELTER,-104.64701924700,50.44916630860
627,6010 4TH AVENUE,ST. FRANCIS PARK SW - BALL DIAMOND BS #159,ST. FRANCIS PARK SW,BALL DIAMOND,-104.66681016700,50.46352509900
628,3130 E. WOODHAMS DR.,SANDRA SCHMIRLER LEISURE CENTRE - REC_NBHD FACILITY,SANDRA SCHMIRLER LEISURE CENTRE,REC_NBHD FACILITY,-104.53547195100,50.42963154070
629,3130 E WOODHAMS DR,SANDRA SCHMIRLER LEISURE CENTRE - INDOOR POOL,SANDRA SCHMIRLER LEISURE CENTRE,INDOOR POOL,-104.53547282800,50.42966478060
630,3130 E WOODHAMS DR,SANDRA SCHMIRLER TOT LOT - PLAYGROUND 3130 E WOODHAMS DR,SANDRA SCHMIRLER TOT LOT,PLAYGROUND,-104.53604063200,50.42984748670
631,3130 E. WOODHAMS DR.,SUNRISE BRANCH LIBRARY,SUNRISE BRANCH LIBRARY,Library,-104.53601394300,50.42962792040
632,1831 COLLEGE AVENUE,SOUND STAGE,Wascana Centre,Wascana Centre,-104.60795013300,50.43988853670
633,20 COVENTRY ROAD,COVENTRY PARK - BALL DIAMOND BS #151,COVENTRY PARK,BALL DIAMOND,-104.64577417900,50.46090797410
634,20 COVENTRY RD,COVENTRY PARK - PLAYGROUND 20 COVENTRY RD,COVENTRY PARK,PLAYGROUND,-104.64852056000,50.46094543560
635,2851 OTTAWA ST,PEART PARK - PLAYGROUND 2851 OTTAWA ST,PEART PARK,PLAYGROUND,-104.60023490000,50.43496778620
636,1440 14TH AVE.,REGINA GENERAL HOSPITAL,REGINA GENERAL HOSPITAL,Hospital,-104.60130214800,50.44396366710
637,535 E DOUGLAS AVE,ST. ANDREW SCHOOL - PLAYGROUND 535 E DOUGLAS AVE,ST. ANDREW SCHOOL,PLAYGROUND,-104.57611752900,50.43244825270
638,535 E DOUGLAS AVENUE,ST. ANDREW SCHOOL E - BALL DIAMOND BS #78,ST. ANDREW SCHOOL E,BALL DIAMOND,-104.57630054500,50.43186435910
639,535 E DOUGLAS AVENUE,ST. ANDREW SCHOOL W - BALL DIAMOND BS #77,ST. ANDREW SCHOOL W,BALL DIAMOND,-104.57719620800,50.43196395100
640,535 E DOUGLAS AVE,ST. ANDREW SCHOOL - BASKETBALL,ST. ANDREW SCHOOL,BASKETBALL,-104.57692129100,50.43259074720
641,621 E. Douglas Ave.,St. Andrew - Separate Elementary School,St. Andrew - Separate Elementary School,Separate Elementary School,-104.57674348500,50.43226141730
642,2102 E WAGMAN DR,WILFRED WALKER SCHOOL - PLAYGROUND 2102 E WAGMAN DR,WILFRED WALKER SCHOOL,PLAYGROUND,-104.55254791300,50.43965190440
643,2102 E. Wagman Dr.,Wilfred Walker - Public Elementary School,Wilfred Walker - Public Elementary School,Public Elementary School,-104.55306830400,50.43992459340
644,1581 ROBINSON ST,PATTY CAKE PLAY PARK - PLAYGROUND 1581 ROBINSON ST,PATTY CAKE PLAY PARK,PLAYGROUND,-104.62365072300,50.45359618650
645,6310 7TH AVENUE N,RUTH BUCK PARK - BALL DIAMOND,RUTH BUCK PARK,BALL DIAMOND,-104.67065838300,50.47718499030
646,6310 7TH AVENUE N,RUTH BUCK PARK - OUTDOOR RINK BOARDED,RUTH BUCK PARK,OUTDOOR RINK BOARDED,-104.67246518800,50.47660282350
647,6310 7TH AVENUE N,RUTH BUCK PARK - OUTDOOR RINK UNBOARDED,RUTH BUCK PARK,OUTDOOR RINK UNBOARDED,-104.67245010500,50.47636746840
648,6310 7TH AVENUE N,RUTH BUCK PARK - BALL DIAMOND BS #193,RUTH BUCK PARK,BALL DIAMOND,-104.67243003600,50.47621657750
649,6208 SHERWOOD DR,RUTH BUCK PARK - OUTDOOR RINK SHELTER,RUTH BUCK PARK,OUTDOOR RINK SHELTER,-104.67285072900,50.47641495430
650,55 DAVIN CRESCENT,DR. HANNA SCHOOL - BASKETBALL,DR. HANNA SCHOOL,BASKETBALL,-104.63019837000,50.48910362880
651,55 DAVIN CRESCENT,DR. HANNA SCHOOL - BASKETBALL,DR. HANNA SCHOOL,BASKETBALL,-104.63012824000,50.48964954920
652,55 DAVIN CRES,DR. HANNA SCHOOL - PLAYGROUND 55 DAVIN CRES,DR. HANNA SCHOOL,PLAYGROUND,-104.62907797800,50.48939811200
653,35 DAVIN CR.,ARGYLE PARK COMMUNITY CENTRE - REC_NBHD FACILITY,ARGYLE PARK COMMUNITY CENTRE,REC_NBHD FACILITY,-104.63009606300,50.48937797460
654,55 Davin Cr.,Dr. L. M. Hanna - Public Elementary School,Dr. L. M. Hanna - Public Elementary School,Public Elementary School,-104.62998736000,50.48948373600
655,1654 11TH AVENUE,OLD #1 FIREHALL - PLAYGROUND 1654 11TH AVENUE,OLD #1 FIREHALL,PLAYGROUND,-104.60468680900,50.45067308470
656,4500 WASCANA PARKWAY,Saskatchewan Institute of Applied Arts Sciences and Technology (S.I.A.S.T.) - Wascana Parkway,Saskatchewan Institute of Applied Arts Sciences and Technology (S.I.A.S.T.) - Wascana Parkway,Other School,-104.58247986600,50.40675339280
657,4500 WASCANA PARKWAY,SIAST BUILDING,SIAST Campus,Siast Campus,-104.58180977000,50.40811474580
658,4500 WASCANA PARKWAY,SIAST HEATING PLANT,SIAST Campus,Siast Campus,-104.58056993400,50.40833712660
659,4500 WASCANA PARKWAY,SIAST PARKING STRUCTURE,SIAST Campus,Siast Campus,-104.58063955100,50.40756118960
660,3890 PARLIAMENT AVE,HUDSON PARK - PLAYGROUND 3890 PARLIAMENT AVE,HUDSON PARK,PLAYGROUND,-104.63308338600,50.41574587050
661,6903 DALGLIESH DRIVE,CENTENNIAL SCHOOL - BASKETBALL,CENTENNIAL SCHOOL,BASKETBALL,-104.68072588800,50.49124956150
662,6903 DALGLIESH DR,CENTENNIAL SCHOOL - PLAYGROUND 6903 DALGLIESH DR,CENTENNIAL SCHOOL,PLAYGROUND,-104.68083046100,50.49082348260
